CLS,ING,RXCUI,NAME,TTY,NDC
Statins,atorvastatin ,83367,atorvastatin,IN,
Statins,atorvastatin ,1422085,atorvastatin / ezetimibe,MIN,
Statins,atorvastatin ,404773,amlodipine / atorvastatin,MIN,
Statins,atorvastatin ,1297766,atorvastatin calcium trihydrate,PIN,
Statins,atorvastatin ,1483793,atorvastatin calcium propylene glycol solvate,PIN,
Statins,atorvastatin ,2569977,atorvastatin calcium anhydrous,PIN,
Statins,atorvastatin ,83366,atorvastatin calcium,PIN,
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,71015823
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,7115823
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,71015830
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,7115830
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,71015873
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,7115873
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,71015888
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,7115888
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,71015892
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,7115892
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,71015897
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,7115897
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,12280015030
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,1228015030
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,17856015802
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,178561582
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,49299109308
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,4929910938
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,49999088230
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,4999988230
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,49999088290
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,4999988290
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,51138022330
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,5113822330
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,54569538200
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,5456953820
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,54569538201
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,5456953821
Statins,atorvastatin ,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD,54868493400
